#index     element name    cell    girder    dX    dY    dS    dRoll   dPitch   dYaw
1275    QH3G6C11B    6    11    -3.45e-06    -3.69e-06    0.00e+00    1.32e-06    0.00e+00    0.00e+00
1277    SH3G6C11B    6    11    -3.90e-06    6.30e-07    0.00e+00    -9.41e-08    0.00e+00    0.00e+00
1279    QH2G6C11B    6    11    3.36e-06    -9.30e-07    0.00e+00    -8.89e-07    0.00e+00    0.00e+00
1282    CXH1G6C11B    6    11    2.04e-06    -4.82e-07    0.00e+00    1.69e-06    0.00e+00    0.00e+00
1283    CYH1G6C11B    6    11    4.77e-06    -3.55e-06    0.00e+00    3.49e-07    0.00e+00    0.00e+00
1285    QH1G6C11B    6    11    -1.83e-06    -4.71e-06    0.00e+00    1.63e-06    0.00e+00    0.00e+00
1289    SH1G6C11B    6    11    -2.91e-07    3.12e-06    0.00e+00    2.39e-06    0.00e+00    0.00e+00
1294    FXH1G1C12A    1    12    3.43e-06    -4.93e-06    0.00e+00    1.33e-06    0.00e+00    0.00e+00
1295    FYH1G1C12A    1    12    2.77e-06    -4.66e-06    0.00e+00    -4.65e-06    0.00e+00    0.00e+00
1299    FXH2G1C12A    1    12    -3.22e-06    -3.28e-06    0.00e+00    1.68e-06    0.00e+00    0.00e+00
1300    FYH2G1C12A    1    12    1.36e-09    8.74e-07    0.00e+00    2.52e-06    0.00e+00    0.00e+00
1304    SH1G2C12A    2    12    -4.24e-06    -4.92e-06    0.00e+00    1.14e-06    0.00e+00    0.00e+00
1308    QH1G2C12A    2    12    -3.48e-06    5.71e-07    0.00e+00    -2.60e-06    0.00e+00    0.00e+00
1310    SQHG2C12A    2    12    1.07e-06    -1.85e-06    0.00e+00    1.10e-06    0.00e+00    0.00e+00
1311    CXHG2C12A    2    12    3.75e-06    1.19e-06    0.00e+00    -2.30e-06    0.00e+00    0.00e+00
1312    CYHG2C12A    2    12    -2.11e-07    -3.09e-06    0.00e+00    -2.79e-06    0.00e+00    0.00e+00
1314    QH2G2C12A    2    12    1.55e-07    -2.43e-06    0.00e+00    7.66e-07    0.00e+00    0.00e+00
1316    SH3G2C12A    2    12    -4.68e-06    -1.17e-07    0.00e+00    3.85e-06    0.00e+00    0.00e+00
1318    QH3G2C12A    2    12    2.15e-07    6.87e-07    0.00e+00    -3.65e-06    0.00e+00    0.00e+00
1322    SH4G2C12A    2    12    -1.52e-06    -8.85e-07    0.00e+00    4.60e-06    0.00e+00    0.00e+00
1325    CXH2G2C12A    2    12    2.79e-06    1.09e-06    0.00e+00    3.72e-06    0.00e+00    0.00e+00
1326    CYH2G2C12A    2    12    4.80e-06    3.11e-07    0.00e+00    2.44e-07    0.00e+00    0.00e+00
1330    B1G3C12A    3    12    -2.66e-06    -1.76e-07    0.00e+00    -2.23e-06    0.00e+00    0.00e+00
1335    CXM1G4C12A    4    12    -2.21e-06    -2.44e-07    0.00e+00    1.02e-06    0.00e+00    0.00e+00
1336    CYM1G4C12A    4    12    -2.76e-06    -4.99e-06    0.00e+00    -4.95e-06    0.00e+00    0.00e+00
1338    QM1G4C12A    4    12    8.97e-07    -2.48e-06    0.00e+00    -2.04e-06    0.00e+00    0.00e+00
1340    SM1G4C12A    4    12    -1.89e-06    -2.99e-06    0.00e+00    -1.51e-06    0.00e+00    0.00e+00
1343    FXM1G4C12A    4    12    -4.85e-06    9.57e-07    0.00e+00    7.97e-07    0.00e+00    0.00e+00
1344    FYM1G4C12A    4    12    -2.84e-06    1.09e-06    0.00e+00    -6.30e-07    0.00e+00    0.00e+00
1348    QM2G4C12A    4    12    3.44e-06    4.50e-06    0.00e+00    1.25e-06    0.00e+00    0.00e+00
1350    SM2G4C12B    4    12    1.04e-06    2.92e-06    0.00e+00    2.83e-06    0.00e+00    0.00e+00
1352    QM2G4C12B    4    12    -4.16e-06    4.06e-06    0.00e+00    -6.14e-07    0.00e+00    0.00e+00
1354    SM1G4C12B    4    12    4.11e-06    4.47e-06    0.00e+00    3.95e-06    0.00e+00    0.00e+00
1358    QM1G4C12B    4    12    1.23e-06    4.06e-06    0.00e+00    -3.79e-06    0.00e+00    0.00e+00
1361    CXM1G4C12B    4    12    1.72e-06    -1.54e-06    0.00e+00    -1.42e-06    0.00e+00    0.00e+00
1362    CYM1G4C12B    4    12    -2.24e-06    2.76e-06    0.00e+00    2.37e-06    0.00e+00    0.00e+00
1368    B1G5C12B    5    12    2.17e-06    -2.82e-06    0.00e+00    3.27e-06    0.00e+00    0.00e+00
1373    QL3G6C12B    6    12    3.63e-07    1.21e-08    0.00e+00    4.89e-06    0.00e+00    0.00e+00
1377    SL3G6C12B    6    12    -1.22e-06    -3.59e-06    0.00e+00    1.48e-06    0.00e+00    0.00e+00
1380    CXL2G6C12B    6    12    -2.07e-07    1.53e-06    0.00e+00    -3.78e-06    0.00e+00    0.00e+00
1381    CYL2G6C12B    6    12    4.56e-06    -3.62e-06    0.00e+00    -2.52e-06    0.00e+00    0.00e+00
1383    QL2G6C12B    6    12    4.73e-06    -1.54e-06    0.00e+00    -2.51e-06    0.00e+00    0.00e+00
1385    SL2G6C12B    6    12    -3.34e-06    -9.45e-07    0.00e+00    1.04e-06    0.00e+00    0.00e+00
1388    CXL1G6C12B    6    12    -2.77e-06    -2.32e-06    0.00e+00    -4.14e-06    0.00e+00    0.00e+00
1389    CYL1G6C12B    6    12    3.23e-06    -3.93e-06    0.00e+00    -4.70e-06    0.00e+00    0.00e+00
1391    QL1G6C12B    6    12    2.54e-06    -2.09e-06    0.00e+00    -4.68e-06    0.00e+00    0.00e+00
1395    SL1G6C12B    6    12    1.99e-06    2.81e-06    0.00e+00    -1.21e-06    0.00e+00    0.00e+00
1400    FXL1G1C13A    1    13    -1.54e-06    8.81e-07    0.00e+00    -1.24e-06    0.00e+00    0.00e+00
1401    FYL1G1C13A    1    13    4.98e-06    3.67e-06    0.00e+00    -4.45e-06    0.00e+00    0.00e+00
1409    FXL2G1C13A    1    13    -3.64e-06    -3.32e-06    0.00e+00    -4.23e-06    0.00e+00    0.00e+00
1410    FYL2G1C13A    1    13    4.61e-06    4.32e-06    0.00e+00    -1.98e-06    0.00e+00    0.00e+00
1414    SL1G2C13A    2    13    -4.10e-06    3.29e-06    0.00e+00    1.29e-06    0.00e+00    0.00e+00
1418    QL1G2C13A    2    13    -3.45e-06    4.48e-06    0.00e+00    8.03e-07    0.00e+00    0.00e+00
1421    CXL1G2C13A    2    13    -9.08e-07    4.06e-06    0.00e+00    -3.76e-06    0.00e+00    0.00e+00
1422    CYL1G2C13A    2    13    1.89e-06    3.68e-06    0.00e+00    -1.60e-06    0.00e+00    0.00e+00
1424    SL2G2C13A    2    13    -2.61e-07    -4.77e-07    0.00e+00    -2.96e-06    0.00e+00    0.00e+00
1426    QL2G2C13A    2    13    8.52e-07    -1.51e-06    0.00e+00    2.73e-06    0.00e+00    0.00e+00
1429    CXL2G2C13A    2    13    3.57e-06    -3.83e-06    0.00e+00    -1.43e-06    0.00e+00    0.00e+00
1430    CYL2G2C13A    2    13    -3.15e-06    -3.87e-06    0.00e+00    -3.55e-07    0.00e+00    0.00e+00
1432    SL3G2C13A    2    13    -3.31e-06    -4.45e-06    0.00e+00    -1.22e-06    0.00e+00    0.00e+00
1436    QL3G2C13A    2    13    -5.44e-08    4.85e-06    0.00e+00    4.77e-06    0.00e+00    0.00e+00
1441    B1G3C13A    3    13    2.83e-06    2.51e-06    0.00e+00    -8.32e-08    0.00e+00    0.00e+00
1445    SQMG4C13A    4    13    4.05e-06    2.58e-06    0.00e+00    -2.94e-06    0.00e+00    0.00e+00
1446    CXMG4C13A    4    13    -1.80e-06    1.54e-06    0.00e+00    -2.35e-06    0.00e+00    0.00e+00
1447    CYMG4C13A    4    13    -2.32e-06    -4.11e-06    0.00e+00    6.42e-07    0.00e+00    0.00e+00
1449    QM1G4C13A    4    13    2.69e-06    -4.08e-06    0.00e+00    3.05e-07    0.00e+00    0.00e+00
1451    SM1G4C13A    4    13    -3.32e-06    -1.21e-06    0.00e+00    4.89e-06    0.00e+00    0.00e+00
1454    FXM1G4C13A    4    13    4.03e-06    2.48e-07    0.00e+00    1.80e-06    0.00e+00    0.00e+00
1455    FYM1G4C13A    4    13    4.20e-06    -4.13e-07    0.00e+00    -3.08e-06    0.00e+00    0.00e+00
1459    QM2G4C13A    4    13    -2.06e-06    -2.33e-06    0.00e+00    3.58e-06    0.00e+00    0.00e+00
1461    SM2G4C13B    4    13    4.54e-06    4.49e-06    0.00e+00    -4.68e-06    0.00e+00    0.00e+00
1463    QM2G4C13B    4    13    -4.94e-06    8.84e-07    0.00e+00    3.42e-07    0.00e+00    0.00e+00
1465    SM1G4C13B    4    13    -4.43e-06    3.95e-06    0.00e+00    -4.11e-06    0.00e+00    0.00e+00
1469    QM1G4C13B    4    13    -3.34e-06    3.55e-06    0.00e+00    3.23e-06    0.00e+00    0.00e+00
1472    CXM1G4C13B    4    13    -6.06e-07    -7.52e-07    0.00e+00    -3.56e-06    0.00e+00    0.00e+00
1473    CYM1G4C13B    4    13    -4.94e-06    -4.01e-06    0.00e+00    -4.15e-06    0.00e+00    0.00e+00
1479    B1G5C13B    5    13    1.55e-06    -4.12e-06    0.00e+00    -7.59e-07    0.00e+00    0.00e+00
1484    CXH2G6C13B    6    13    -1.33e-06    4.51e-06    0.00e+00    2.93e-06    0.00e+00    0.00e+00
1485    CYH2G6C13B    6    13    -1.65e-06    -2.17e-06    0.00e+00    -4.59e-06    0.00e+00    0.00e+00
1487    SH4G6C13B    6    13    -2.91e-06    -7.06e-07    0.00e+00    1.71e-06    0.00e+00    0.00e+00
1491    QH3G6C13B    6    13    3.08e-07    4.13e-06    0.00e+00    3.48e-06    0.00e+00    0.00e+00
1493    SH3G6C13B    6    13    -1.17e-06    3.81e-06    0.00e+00    3.24e-06    0.00e+00    0.00e+00
1495    QH2G6C13B    6    13    -4.07e-06    2.98e-06    0.00e+00    -3.11e-06    0.00e+00    0.00e+00
1498    CXH1G6C13B    6    13    1.18e-06    3.86e-06    0.00e+00    1.07e-06    0.00e+00    0.00e+00
1499    CYH1G6C13B    6    13    1.30e-06    4.73e-06    0.00e+00    1.11e-06    0.00e+00    0.00e+00
1501    QH1G6C13B    6    13    -4.66e-06    4.89e-07    0.00e+00    -3.80e-06    0.00e+00    0.00e+00
1505    SH1G6C13B    6    13    -1.36e-06    4.59e-06    0.00e+00    -2.96e-06    0.00e+00    0.00e+00
1510    FXH1G1C14A    1    14    -2.91e-06    -1.92e-06    0.00e+00    4.40e-06    0.00e+00    0.00e+00
1511    FYH1G1C14A    1    14    1.01e-07    2.97e-06    0.00e+00    -1.21e-07    0.00e+00    0.00e+00
1515    FXH2G1C14A    1    14    1.61e-06    4.35e-06    0.00e+00    1.46e-06    0.00e+00    0.00e+00
1516    FYH2G1C14A    1    14    2.90e-06    2.54e-06    0.00e+00    2.96e-06    0.00e+00    0.00e+00
1520    SH1G2C14A    2    14    1.01e-06    -4.28e-07    0.00e+00    2.99e-06    0.00e+00    0.00e+00
1524    QH1G2C14A    2    14    1.01e-06    -3.00e-06    0.00e+00    4.00e-06    0.00e+00    0.00e+00
1526    SQHG2C14A    2    14    -4.75e-06    -4.97e-06    0.00e+00    2.58e-06    0.00e+00    0.00e+00
1527    CXHG2C14A    2    14    3.53e-06    -3.61e-06    0.00e+00    -7.45e-07    0.00e+00    0.00e+00
1528    CYHG2C14A    2    14    -3.32e-07    1.48e-06    0.00e+00    4.59e-08    0.00e+00    0.00e+00
1530    QH2G2C14A    2    14    -2.05e-07    -7.24e-07    0.00e+00    -4.20e-07    0.00e+00    0.00e+00
1532    SH3G2C14A    2    14    5.24e-07    2.53e-06    0.00e+00    4.77e-06    0.00e+00    0.00e+00
1534    QH3G2C14A    2    14    3.87e-06    -4.13e-06    0.00e+00    2.81e-06    0.00e+00    0.00e+00
1538    SH4G2C14A    2    14    -4.41e-06    1.88e-06    0.00e+00    -8.09e-07    0.00e+00    0.00e+00
1541    CXH2G2C14A    2    14    -2.11e-06    6.34e-08    0.00e+00    -4.93e-06    0.00e+00    0.00e+00
1542    CYH2G2C14A    2    14    2.32e-06    -3.69e-06    0.00e+00    -5.36e-07    0.00e+00    0.00e+00
1546    B1G3C14A    3    14    4.81e-06    -4.26e-06    0.00e+00    1.32e-06    0.00e+00    0.00e+00
1551    CXM1G4C14A    4    14    4.21e-06    4.80e-06    0.00e+00    4.71e-06    0.00e+00    0.00e+00
1552    CYM1G4C14A    4    14    -1.90e-06    -2.16e-06    0.00e+00    8.89e-07    0.00e+00    0.00e+00
1554    QM1G4C14A    4    14    -3.20e-06    5.04e-07    0.00e+00    -4.10e-06    0.00e+00    0.00e+00
1556    SM1G4C14A    4    14    9.65e-07    3.84e-06    0.00e+00    -3.46e-06    0.00e+00    0.00e+00
1559    FXM1G4C14A    4    14    -3.09e-06    4.90e-06    0.00e+00    3.69e-07    0.00e+00    0.00e+00
1560    FYM1G4C14A    4    14    -6.74e-07    4.73e-06    0.00e+00    -3.23e-06    0.00e+00    0.00e+00
1564    QM2G4C14A    4    14    1.71e-06    4.65e-06    0.00e+00    -4.03e-06    0.00e+00    0.00e+00
1566    SM2G4C14B    4    14    2.42e-06    -4.75e-06    0.00e+00    4.55e-06    0.00e+00    0.00e+00
1568    QM2G4C14B    4    14    -3.29e-06    -3.95e-06    0.00e+00    4.08e-06    0.00e+00    0.00e+00
1570    SM1G4C14B    4    14    -1.04e-06    -2.36e-07    0.00e+00    -4.21e-06    0.00e+00    0.00e+00
1574    QM1G4C14B    4    14    2.85e-06    -1.94e-06    0.00e+00    -3.05e-06    0.00e+00    0.00e+00
1577    CXM1G4C14B    4    14    1.09e-07    3.58e-06    0.00e+00    1.94e-06    0.00e+00    0.00e+00
1578    CYM1G4C14B    4    14    1.22e-06    -4.87e-06    0.00e+00    2.43e-06    0.00e+00    0.00e+00
1584    B1G5C14B    5    14    -2.51e-07    2.73e-07    0.00e+00    -4.32e-06    0.00e+00    0.00e+00
1589    QL3G6C14B    6    14    -1.43e-06    3.86e-06    0.00e+00    1.29e-06    0.00e+00    0.00e+00
1593    SL3G6C14B    6    14    -2.70e-06    4.98e-06    0.00e+00    -1.71e-06    0.00e+00    0.00e+00
1596    CXL2G6C14B    6    14    1.23e-06    4.26e-06    0.00e+00    -2.31e-06    0.00e+00    0.00e+00
1597    CYL2G6C14B    6    14    -2.32e-07    -9.81e-07    0.00e+00    -4.43e-07    0.00e+00    0.00e+00
1599    QL2G6C14B    6    14    -3.87e-07    1.73e-06    0.00e+00    -4.30e-06    0.00e+00    0.00e+00
1601    SL2G6C14B    6    14    -4.34e-06    -4.95e-06    0.00e+00    3.14e-06    0.00e+00    0.00e+00
1604    CXL1G6C14B    6    14    -4.02e-06    -3.99e-06    0.00e+00    4.47e-06    0.00e+00    0.00e+00
1605    CYL1G6C14B    6    14    6.42e-07    -2.98e-07    0.00e+00    3.07e-06    0.00e+00    0.00e+00
1607    QL1G6C14B    6    14    4.46e-06    -1.52e-07    0.00e+00    -2.71e-06    0.00e+00    0.00e+00
1611    SL1G6C14B    6    14    -1.78e-06    -4.25e-06    0.00e+00    -1.80e-06    0.00e+00    0.00e+00
1616    FXL1G1C15A    1    15    -1.32e-06    -2.42e-06    0.00e+00    2.77e-06    0.00e+00    0.00e+00
1617    FYL1G1C15A    1    15    4.77e-06    -2.03e-06    0.00e+00    -3.35e-06    0.00e+00    0.00e+00
1625    FXL2G1C15A    1    15    -4.91e-06    -1.67e-06    0.00e+00    -3.67e-06    0.00e+00    0.00e+00
1626    FYL2G1C15A    1    15    -3.98e-06    -4.60e-06    0.00e+00    -1.96e-06    0.00e+00    0.00e+00
1630    SL1G2C15A    2    15    -2.87e-06    -2.47e-06    0.00e+00    2.91e-06    0.00e+00    0.00e+00
1634    QL1G2C15A    2    15    -4.97e-06    -2.16e-06    0.00e+00    -3.27e-06    0.00e+00    0.00e+00
1637    CXL1G2C15A    2    15    1.28e-07    6.78e-07    0.00e+00    -3.91e-06    0.00e+00    0.00e+00
1638    CYL1G2C15A    2    15    -2.83e-07    -3.94e-07    0.00e+00    2.48e-06    0.00e+00    0.00e+00
1640    SL2G2C15A    2    15    -4.29e-06    -4.88e-06    0.00e+00    7.99e-07    0.00e+00    0.00e+00
1642    QL2G2C15A    2    15    4.91e-06    -3.84e-06    0.00e+00    1.79e-06    0.00e+00    0.00e+00
1645    CXL2G2C15A    2    15    -3.71e-06    4.16e-06    0.00e+00    -4.13e-06    0.00e+00    0.00e+00
1646    CYL2G2C15A    2    15    4.89e-08    -3.06e-06    0.00e+00    9.23e-07    0.00e+00    0.00e+00
1648    SL3G2C15A    2    15    -4.48e-06    1.26e-06    0.00e+00    -4.83e-06    0.00e+00    0.00e+00
1652    QL3G2C15A    2    15    -7.49e-08    -1.12e-06    0.00e+00    -2.85e-06    0.00e+00    0.00e+00
1657    B1G3C15A    3    15    -5.32e-07    -3.43e-07    0.00e+00    4.51e-06    0.00e+00    0.00e+00
1661    SQMG4C15A    4    15    -1.70e-06    3.91e-06    0.00e+00    3.87e-06    0.00e+00    0.00e+00
1662    CXMG4C15A    4    15    -3.85e-06    -2.69e-06    0.00e+00    -3.26e-07    0.00e+00    0.00e+00
1663    CYMG4C15A    4    15    2.52e-06    -4.50e-06    0.00e+00    -1.41e-06    0.00e+00    0.00e+00
1665    QM1G4C15A    4    15    6.89e-07    -3.14e-06    0.00e+00    -2.38e-06    0.00e+00    0.00e+00
1667    SM1G4C15A    4    15    -2.49e-06    -2.40e-06    0.00e+00    -1.65e-06    0.00e+00    0.00e+00
1670    FXM1G4C15A    4    15    2.89e-06    3.84e-06    0.00e+00    -2.67e-06    0.00e+00    0.00e+00
1671    FYM1G4C15A    4    15    2.65e-06    -3.31e-06    0.00e+00    -4.51e-06    0.00e+00    0.00e+00
1675    QM2G4C15A    4    15    -4.13e-06    3.66e-06    0.00e+00    4.82e-07    0.00e+00    0.00e+00
1677    SM2G4C15B    4    15    3.14e-06    -2.77e-06    0.00e+00    2.18e-06    0.00e+00    0.00e+00
1679    QM2G4C15B    4    15    -3.41e-06    -4.83e-06    0.00e+00    1.11e-06    0.00e+00    0.00e+00
1681    SM1G4C15B    4    15    -4.55e-06    -4.98e-06    0.00e+00    -2.22e-06    0.00e+00    0.00e+00
1685    QM1G4C15B    4    15    4.99e-06    -4.36e-06    0.00e+00    -3.21e-07    0.00e+00    0.00e+00
1688    CXM1G4C15B    4    15    9.86e-08    -8.84e-07    0.00e+00    4.97e-06    0.00e+00    0.00e+00
1689    CYM1G4C15B    4    15    2.36e-07    -2.90e-06    0.00e+00    3.52e-06    0.00e+00    0.00e+00
1695    B1G5C15B    5    15    -6.64e-07    4.15e-06    0.00e+00    2.35e-06    0.00e+00    0.00e+00
1700    CXH2G6C15B    6    15    -2.10e-06    2.69e-06    0.00e+00    5.00e-06    0.00e+00    0.00e+00
1701    CYH2G6C15B    6    15    -3.84e-06    4.11e-06    0.00e+00    1.13e-06    0.00e+00    0.00e+00
1703    SH4G6C15B    6    15    2.99e-06    -2.19e-06    0.00e+00    3.27e-06    0.00e+00    0.00e+00
1707    QH3G6C15B    6    15    2.75e-06    -1.88e-06    0.00e+00    4.48e-06    0.00e+00    0.00e+00
1709    SH3G6C15B    6    15    2.67e-06    -1.92e-06    0.00e+00    -2.13e-06    0.00e+00    0.00e+00
1711    QH2G6C15B    6    15    -1.11e-06    4.69e-06    0.00e+00    -6.33e-07    0.00e+00    0.00e+00
1714    CXH1G6C15B    6    15    -1.41e-06    1.21e-06    0.00e+00    -1.08e-06    0.00e+00    0.00e+00
1715    CYH1G6C15B    6    15    1.37e-06    -1.11e-06    0.00e+00    2.74e-06    0.00e+00    0.00e+00
1717    QH1G6C15B    6    15    -4.02e-06    4.85e-06    0.00e+00    -4.33e-06    0.00e+00    0.00e+00
1721    SH1G6C15B    6    15    6.51e-07    -1.18e-08    0.00e+00    4.91e-06    0.00e+00    0.00e+00
1726    FXH1G1C16A    1    16    4.59e-06    2.86e-06    0.00e+00    -1.68e-06    0.00e+00    0.00e+00
1727    FYH1G1C16A    1    16    -2.38e-06    4.63e-06    0.00e+00    -1.37e-06    0.00e+00    0.00e+00
1731    FXH2G1C16A    1    16    3.75e-06    -2.33e-06    0.00e+00    1.38e-06    0.00e+00    0.00e+00
1732    FYH2G1C16A    1    16    -1.60e-07    -2.39e-06    0.00e+00    1.04e-06    0.00e+00    0.00e+00
1736    SH1G2C16A    2    16    -8.75e-07    2.71e-06    0.00e+00    7.62e-07    0.00e+00    0.00e+00
1740    QH1G2C16A    2    16    -1.30e-06    2.25e-06    0.00e+00    -2.24e-06    0.00e+00    0.00e+00
1742    SQHG2C16A    2    16    2.17e-06    4.51e-06    0.00e+00    3.32e-06    0.00e+00    0.00e+00
1743    CXHG2C16A    2    16    -2.67e-06    -4.67e-06    0.00e+00    4.46e-06    0.00e+00    0.00e+00
1744    CYHG2C16A    2    16    -4.19e-06    -3.38e-06    0.00e+00    2.94e-06    0.00e+00    0.00e+00
1746    QH2G2C16A    2    16    -3.74e-06    -4.61e-06    0.00e+00    1.76e-06    0.00e+00    0.00e+00
1748    SH3G2C16A    2    16    -1.48e-07    1.79e-06    0.00e+00    -1.88e-06    0.00e+00    0.00e+00
1750    QH3G2C16A    2    16    4.44e-06    2.41e-06    0.00e+00    2.81e-06    0.00e+00    0.00e+00
1754    SH4G2C16A    2    16    4.39e-06    4.03e-06    0.00e+00    4.62e-06    0.00e+00    0.00e+00
1757    CXH2G2C16A    2    16    1.02e-06    2.64e-06    0.00e+00    2.26e-06    0.00e+00    0.00e+00
1758    CYH2G2C16A    2    16    1.30e-06    3.62e-06    0.00e+00    -2.15e-06    0.00e+00    0.00e+00
1762    B1G3C16A    3    16    3.73e-06    -1.31e-06    0.00e+00    -4.18e-07    0.00e+00    0.00e+00
1767    CXM1G4C16A    4    16    -3.79e-06    -3.11e-06    0.00e+00    -1.10e-06    0.00e+00    0.00e+00
1768    CYM1G4C16A    4    16    -6.55e-07    -2.49e-06    0.00e+00    -3.17e-06    0.00e+00    0.00e+00
1770    QM1G4C16A    4    16    3.09e-06    3.22e-06    0.00e+00    1.94e-06    0.00e+00    0.00e+00
1772    SM1G4C16A    4    16    2.52e-06    -1.41e-06    0.00e+00    3.48e-06    0.00e+00    0.00e+00
1775    FXM1G4C16A    4    16    6.06e-07    3.79e-06    0.00e+00    -4.90e-06    0.00e+00    0.00e+00
1776    FYM1G4C16A    4    16    -4.87e-06    -1.62e-06    0.00e+00    -1.24e-06    0.00e+00    0.00e+00
1780    QM2G4C16A    4    16    -3.61e-07    -4.76e-06    0.00e+00    7.02e-07    0.00e+00    0.00e+00
1782    SM2G4C16B    4    16    6.33e-07    -2.40e-06    0.00e+00    -2.29e-06    0.00e+00    0.00e+00
1784    QM2G4C16B    4    16    2.69e-06    -2.41e-07    0.00e+00    4.01e-06    0.00e+00    0.00e+00
1786    SM1G4C16B    4    16    1.85e-07    3.00e-06    0.00e+00    -4.60e-06    0.00e+00    0.00e+00
1790    QM1G4C16B    4    16    3.64e-06    4.36e-06    0.00e+00    2.94e-06    0.00e+00    0.00e+00
1793    CXM1G4C16B    4    16    -9.54e-07    2.29e-06    0.00e+00    -1.51e-06    0.00e+00    0.00e+00
1794    CYM1G4C16B    4    16    -1.81e-06    -1.46e-06    0.00e+00    3.64e-06    0.00e+00    0.00e+00
1800    B1G5C16B    5    16    4.12e-06    -1.18e-06    0.00e+00    -1.44e-06    0.00e+00    0.00e+00
1805    QL3G6C16B    6    16    3.86e-06    -1.96e-06    0.00e+00    -1.17e-06    0.00e+00    0.00e+00
1809    SL3G6C16B    6    16    -4.78e-06    -4.13e-06    0.00e+00    -3.85e-06    0.00e+00    0.00e+00
1812    CXL2G6C16B    6    16    4.36e-06    6.68e-07    0.00e+00    -3.93e-06    0.00e+00    0.00e+00
1813    CYL2G6C16B    6    16    2.33e-06    -2.06e-06    0.00e+00    6.24e-07    0.00e+00    0.00e+00
1815    QL2G6C16B    6    16    -1.40e-06    -5.76e-07    0.00e+00    -9.76e-07    0.00e+00    0.00e+00
1817    SL2G6C16B    6    16    3.03e-06    -4.51e-06    0.00e+00    -2.67e-06    0.00e+00    0.00e+00
1820    CXL1G6C16B    6    16    -6.50e-07    -2.06e-06    0.00e+00    -7.71e-07    0.00e+00    0.00e+00
1821    CYL1G6C16B    6    16    2.11e-06    -2.89e-06    0.00e+00    -2.24e-06    0.00e+00    0.00e+00
1823    QL1G6C16B    6    16    4.24e-06    1.90e-07    0.00e+00    4.56e-06    0.00e+00    0.00e+00
1827    SL1G6C16B    6    16    -1.47e-07    9.13e-07    0.00e+00    2.85e-07    0.00e+00    0.00e+00
1832    FXL1G1C17A    1    17    1.04e-06    -1.85e-06    0.00e+00    1.81e-06    0.00e+00    0.00e+00
1833    FYL1G1C17A    1    17    3.67e-06    3.50e-06    0.00e+00    -2.95e-07    0.00e+00    0.00e+00
1841    FXL2G1C17A    1    17    -1.60e-06    2.93e-06    0.00e+00    -6.43e-07    0.00e+00    0.00e+00
1842    FYL2G1C17A    1    17    7.31e-07    2.63e-06    0.00e+00    -3.21e-06    0.00e+00    0.00e+00
1846    SL1G2C17A    2    17    -1.87e-07    -1.87e-07    0.00e+00    -1.87e-06    0.00e+00    0.00e+00
1850    QL1G2C17A    2    17    4.57e-06    4.94e-07    0.00e+00    1.14e-06    0.00e+00    0.00e+00
1853    CXL1G2C17A    2    17    2.87e-06    -4.83e-06    0.00e+00    -4.93e-06    0.00e+00    0.00e+00
1854    CYL1G2C17A    2    17    -1.26e-06    -8.08e-07    0.00e+00    1.13e-06    0.00e+00    0.00e+00
1856    SL2G2C17A    2    17    4.85e-06    1.31e-07    0.00e+00    2.85e-06    0.00e+00    0.00e+00
1858    QL2G2C17A    2    17    -3.63e-06    4.29e-06    0.00e+00    -2.79e-06    0.00e+00    0.00e+00
1861    CXL2G2C17A    2    17    -4.96e-06    -3.48e-06    0.00e+00    2.84e-06    0.00e+00    0.00e+00
1862    CYL2G2C17A    2    17    -2.34e-06    -1.66e-06    0.00e+00    -4.49e-07    0.00e+00    0.00e+00
1864    SL3G2C17A    2    17    -2.66e-06    2.05e-06    0.00e+00    3.73e-06    0.00e+00    0.00e+00
1868    QL3G2C17A    2    17    1.73e-06    1.18e-06    0.00e+00    3.61e-07    0.00e+00    0.00e+00
1873    B1G3C17A    3    17    2.25e-06    2.04e-06    0.00e+00    -3.93e-06    0.00e+00    0.00e+00
1877    SQMG4C17A    4    17    -2.56e-07    1.87e-06    0.00e+00    -1.03e-06    0.00e+00    0.00e+00
1878    CXMG4C17A    4    17    2.72e-06    -4.12e-06    0.00e+00    4.53e-06    0.00e+00    0.00e+00
1879    CYMG4C17A    4    17    -2.89e-06    1.04e-08    0.00e+00    4.27e-06    0.00e+00    0.00e+00
1881    QM1G4C17A    4    17    -2.54e-06    -2.40e-06    0.00e+00    2.43e-06    0.00e+00    0.00e+00
1883    SM1G4C17A    4    17    1.92e-08    -1.04e-06    0.00e+00    -2.73e-06    0.00e+00    0.00e+00
1886    FXM1G4C17A    4    17    -4.70e-06    -3.90e-06    0.00e+00    -4.49e-07    0.00e+00    0.00e+00
1887    FYM1G4C17A    4    17    2.73e-06    1.74e-06    0.00e+00    -4.00e-06    0.00e+00    0.00e+00
1891    QM2G4C17A    4    17    3.92e-06    3.16e-06    0.00e+00    -6.01e-07    0.00e+00    0.00e+00
1893    SM2G4C17B    4    17    4.79e-07    -5.84e-07    0.00e+00    2.19e-06    0.00e+00    0.00e+00
1895    QM2G4C17B    4    17    3.71e-06    3.51e-06    0.00e+00    -1.52e-06    0.00e+00    0.00e+00
1897    SM1G4C17B    4    17    4.73e-08    -1.47e-06    0.00e+00    -4.39e-06    0.00e+00    0.00e+00
